file_number,object_def_description,licence_number,application_status,latitude,longitude,premises_name,street_address,city,province,postal_code,address,public_notice_deadline,is_latest_version,licence_status,application_type,licence_type_en,application_status_fr,areas,address_id
995398,NA,CRSA1185838,Authorized to Open,45.3797219222978,-75.6680716292922,Flower Haze Cannabis Boutique,1571 BANK ST,OTTAWA,ON,K1H7Z3,"1571 BANK ST, OTTAWA, ON, K1H7Z3",8/5/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,109735
995720,NA,CRSA1179646,Authorized to Open,43.6832243303131,-79.7327909040629,THC Centre Cannabis Inc.,144 KENNEDY RD S UNIT 4,BRAMPTON,ON,L6W3G4,"144 KENNEDY RD S UNIT 4, BRAMPTON, ON, L6W3G4",7/8/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68203768
996457,NA,CRSA1190348,Authorized to Open,43.6428421906918,-79.4256670942351,HIGH VARIETY CANNABIS,1184 QUEEN ST W,TORONTO,ON,M6J1J5,"1184 QUEEN ST W, TORONTO, ON, M6J1J5",12/29/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,203989
996582,NA,CRSA1179724,Authorized to Open,43.692280004589,-79.7246299682765,BULLRIDER,67 SELBY RD,BRAMPTON,ON,L6W3L4,"67 SELBY RD, BRAMPTON, ON, L6W3L4",9/30/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,70926223
997628,NA,CRSA1190176,Authorized to Open,43.670560020800004,-79.3907100331926,Tokyo Smoke,94 CUMBERLAND ST UNIT 2,TORONTO,ON,M5R 1A3,"94 CUMBERLAND ST UNIT 2 , TORONTO , ON, M5R 1A3",11/5/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,72342259
998630,NA,CRSA1185957,Authorized to Open,43.7084070138785,-79.2501327649315,Stok'd,2408 KINGSTON RD,SCARBOROUGH,ON,M1N1V2,"2408 KINGSTON RD, SCARBOROUGH, ON, M1N1V2",10/14/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,169869
1000773,NA,CRSA1193480,Authorized to Open,43.6556062234404,-79.4120372334237,Kush Klub,556 COLLEGE ST,TORONTO,ON,M6G1B1,"556 COLLEGE ST, TORONTO, ON, M6G1B1",1/6/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,165270
1001391,NA,CRSA1189275,Authorized to Open,46.2485099799226,-81.7575699751068,HIGHLIFE CANNABIS ESPANOLA,800 CENTRE ST,ESPANOLA,ON,P5E 1J1,"800 CENTRE ST, ESPANOLA, ON, P5E 1J1",9/26/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71194909
1002609,NA,CRSA1185368,Authorized to Open,43.7914900126827,-79.2515400141718,Euphoric Pot Corporation,4800 SHEPPARD AVE E UNIT 116  & 118,SCARBOROUGH,ON,M1S 4N5,"4800 SHEPPARD AVE E UNIT 116  & 118   , SCARBOROUGH, ON, M1S 4N5",7/24/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81557686
1004257,NA,CRSA1186000,Authorized to Open,43.7457929030819,-79.6324758338625,Royal Cannabis Supply Company,105 CLAIREPORT CRES,ETOBICOKE,ON,M9W6P7,"105 CLAIREPORT CRES, ETOBICOKE, ON, M9W6P7",10/3/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,112245
1004924,NA,CRSA1185592,Authorized to Open,43.9171300055073,-78.5896699869026,Your Local Cannabis,45 KING AVE W UNIT 2&3,NEWCASTLE,ON,L1B 1L1,"45 KING AVE W UNIT 2&3, NEWCASTLE, ON, L1B 1L1",7/18/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68718670
1005631,NA,CRSA1185670,Authorized to Open,45.4220956219633,-75.6991588370651,Collective Growers,148 SPARKS ST,OTTAWA,ON,K1P5B6,"148 SPARKS ST, OTTAWA, ON, K1P5B6",10/8/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,67358404
1006564,NA,CRSA1188836,Authorized to Open,43.6522699956094,-79.4721600038336,Seven Point Cannabis,2114 BLOOR ST W UNIT B,TORONTO,ON,M6S 1M8,"2114 BLOOR ST W UNIT B, TORONTO, ON, M6S 1M8",8/20/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69923255
1006736,NA,CRSA1185812,Authorized to Open,43.6902305,-79.2933057,Premium Cannabis,2934 DANFORTH AVE,TORONTO,ON,M4C1M5,"2934 DANFORTH AVE, TORONTO, ON, M4C1M5",7/10/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,30567959
1007722,NA,CRSA1185924,Authorized to Open,42.9849965422706,-82.3771784701656,The We Store,889 EXMOUTH ST UNIT 11,SARNIA,ON,N7T5R3,"889 EXMOUTH ST UNIT 11, SARNIA, ON, N7T5R3",7/18/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,67444287
1008329,NA,CRSA1197547,Authorized to Open,44.2718935218347,-76.5441320886603,Cannabis Bazaar,1126 SYDENHAM RD,KINGSTON,ON,K7M3L9,"1126 SYDENHAM RD, KINGSTON, ON, K7M3L9",1/13/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,75459082
1009531,NA,CRSA1188388,Authorized to Open,43.7316211762651,-79.4624980644006,Local Products The Cannabis Store,704 WILSON AVE,NORTH YORK,ON,M3K1E1,"704 WILSON AVE, NORTH YORK, ON, M3K1E1",9/17/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,24248429
1011317,NA,CRSA1186339,Authorized to Open,42.7859837396561,-80.2026415731432,VILLAGE CANNABIS CO.,237 MAIN ST,PORT DOVER,ON,N0A1N0,"237 MAIN ST, PORT DOVER, ON, N0A1N0",7/21/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,94825
1011566,NA,CRSA1188995,Authorized to Open,45.6092105985242,-74.6125980153249,CONNOISSEUR CULTURE,30 MAIN ST E SUITE 88,HAWKESBURY,ON,K6A1A3,"30 MAIN ST E SUITE 88, HAWKESBURY, ON, K6A1A3",9/8/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68610514
1011825,NA,CRSA1186549,Authorized to Open,44.175108716247,-77.3897353541661,Yield Cannabis Co.,110 NORTH FRONT ST UNIT C004,BELLEVILLE,ON,K8P0A6,"110 NORTH FRONT ST UNIT C004, BELLEVILLE, ON, K8P0A6",7/29/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68953230
1012559,NA,CRSA1188920,Authorized to Open,45.4474553218299,-75.5935901733525,Wavy,2084 MONTREAL RD,GLOUCESTER,ON,K1J6M9,"2084 MONTREAL RD, GLOUCESTER, ON, K1J6M9",8/19/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,18614959
1012591,NA,CRSA1190226,Authorized to Open,43.5448499971744,-80.2474899870565,THE CANNABIST SHOP,69 MACDONELL ST,GUELPH,ON,N1H2Z7,"69 MACDONELL ST, GUELPH, ON, N1H2Z7",9/10/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69237881
1013627,NA,CRSA1186922,Authorized to Open,48.3861205076768,-89.2610536384091,BEAN CANNABIS SHOP 160 WATERLOO,160 WATERLOO ST N UNIT 3,THUNDER BAY,ON,P7C6A8,"160 WATERLOO ST N UNIT 3, THUNDER BAY, ON, P7C6A8",8/18/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,44417156
1014972,NA,CRSA1186831,Authorized to Open,43.5934769003406,-79.5378053773156,Ameri,3683 LAKE SHORE BLVD W,ETOBICOKE,ON,M8W1P7,"3683 LAKE SHORE BLVD W, ETOBICOKE, ON, M8W1P7",7/22/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,44089921
1015655,NA,CRSA1194650,Authorized to Open,47.5088179694551,-79.6714790494494,T CANNABIS,9 ARMSTRONG ST N,NEW LISKEARD,ON,P0J 1P0,"9 ARMSTRONG ST N, NEW LISKEARD, ON, P0J 1P0",12/5/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71422698
1016143,NA,CRSA1187203,Authorized to Open,43.7898337651913,-79.3020536172888,TOTALLY BAKED CANNABIS,2582 BIRCHMOUNT RD,SCARBOROUGH,ON,M1T2M5,"2582 BIRCHMOUNT RD, SCARBOROUGH, ON, M1T2M5",9/30/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,67912248
1018074,NA,CRSA1187475,Authorized to Open,43.2515530047319,-79.8164730319119,Barttowa Tree,1081 BARTON ST E,HAMILTON,ON,L8L3E2,"1081 BARTON ST E, HAMILTON, ON, L8L3E2",10/17/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,67940723
1018289,NA,CRSA1189994,Authorized to Open,43.6614571140861,-79.338409155433,Giggles Cannabis Company,1026 QUEEN ST E,TORONTO,ON,M4M1K4,"1026 QUEEN ST E, TORONTO, ON, M4M1K4",10/28/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,218234
1019360,NA,CRSA1193406,Authorized to Open,43.6268299974626,-79.478899975996,Ace of Spades Weed Limited,2135 LAKE SHORE BLVD W,ETOBICOKE,ON,M8V0B3,"2135 LAKE SHORE BLVD W, ETOBICOKE, ON, M8V0B3",10/10/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71669294
1019851,NA,CRSA1187576,Authorized to Open,43.4713262732261,-80.5376862401278,Tokyo Smoke,170 UNIVERSITY AVE W SUITE 27,WATERLOO,ON,N2L3E9,"170 UNIVERSITY AVE W SUITE 27, WATERLOO, ON, N2L3E9",8/15/2020 12:00:00 AM,Y,Expired - Deemed to Continue,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68040242
1020425,NA,CRSA1191022,Authorized to Open,43.6323100019397,-79.7689699846175,Hibuzz,7955 FINANCIAL DR UNIT B,BRAMPTON,ON,L6Y0J8,"7955 FINANCIAL DR UNIT B, BRAMPTON, ON, L6Y0J8",10/7/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71786208
1020744,NA,CRSA1188229,Authorized to Open,43.5928028748054,-79.5407842934965,HERB N BUD,3759 LAKE SHORE BLVD W,ETOBICOKE,ON,M8W1R1,"3759 LAKE SHORE BLVD W, ETOBICOKE, ON, M8W1R1",9/30/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68319562
1020949,NA,CRSA1187760,Authorized to Open,43.7728247104855,-79.4798360579953,LEVEL UP,155 MARTIN ROSS AVE UNIT 4,NORTH YORK,ON,M3J2L9,"155 MARTIN ROSS AVE UNIT 4, NORTH YORK, ON, M3J2L9",8/12/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68114498
1021060,NA,CRSA1188305,Authorized to Open,43.6328399896775,-79.7840999904015,THE WOODS CANNABIS,5 MONTPELIER ST UNIT A103,BRAMPTON,ON,L6Y6H4,"5 MONTPELIER ST UNIT A103, BRAMPTON, ON, L6Y6H4",9/18/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,70923891
1021318,NA,CRSA1187807,Authorized to Open,43.6477399960383,-79.3962000121345,SESSIONS CANNABIS RETAIL,140 SPADINA AVE UNIT A101,TORONTO,ON,M5V2L4,"140 SPADINA AVE UNIT A101, TORONTO, ON, M5V2L4",8/27/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,70101129
1022170,NA,CRSA1188260,Authorized to Open,45.426911508223,-75.6015865567546,Purple Meadow Cannabis,2059 MEADOWBROOK RD,GLOUCESTER,ON,K1B4W7,"2059 MEADOWBROOK RD, GLOUCESTER, ON, K1B4W7",9/23/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,44099905
1022903,NA,CRSA1188757,Authorized to Open,43.6307450296902,-80.0402596723413,T Cannabis,38 MILL ST E,ACTON,ON,L7J1H2,"38 MILL ST E, ACTON, ON, L7J1H2",8/12/2020 12:00:00 AM,Y,Expired - Deemed to Continue,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68550246
1022934,NA,CRSA1188177,Authorized to Open,43.6002050435686,-79.5445709067746,SPOT420,340 BROWNS LINE,ETOBICOKE,ON,M8W3T7,"340 BROWNS LINE, ETOBICOKE, ON, M8W3T7",9/15/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68294363
1023267,NA,CRSA1188415,Authorized to Open,42.9853144845637,-82.3895096122684,YOUR HIGHNESS CANNABIS,415 EXMOUTH ST UNIT 104,SARNIA,ON,N7T8A4,"415 EXMOUTH ST UNIT 104, SARNIA, ON, N7T8A4",9/23/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68407447
1023455,NA,CRSA1188054,Authorized to Open,43.9599861396213,-78.1650962647873,Your Local Cannabis,2 KING ST E,COBOURG,ON,K9A1K7,"2 KING ST E, COBOURG, ON, K9A1K7",8/27/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68246070
1023668,NA,CRSA1190256,Authorized to Open,43.959640000928,-78.1650899621496,The Peace Pipe,1 KING ST E UNIT 1A,COBOURG,ON,K9A1K6,"1 KING ST E UNIT 1A, COBOURG, ON, K9A1K6",12/25/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69249305
1024469,NA,CRSA1188340,Authorized to Open,44.4274434882277,-78.269218482832,SunFish Cannabis,"112 QUEEN ST, UNIT #2",LAKEFIELD,ON,K0L2H0,"112 QUEEN ST, UNIT #2, LAKEFIELD, ON, K0L2H0",9/10/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68369709
1025965,NA,CRSA1188928,Authorized to Open,43.0761285493309,-79.0971464434868,Honeypot Smoke Shop,6832 DRUMMOND RD,NIAGARA FALLS,ON,L2G4P3,"6832 DRUMMOND RD, NIAGARA FALLS, ON, L2G4P3",10/2/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,24240864
1026051,NA,CRSA1203017,Authorized to Open,45.2870499879527,-75.7579900118327,Smiley's Cannabis,3780 FALLOWFIELD RD UNIT 7,NEPEAN,ON,K2J1A1,"3780 FALLOWFIELD RD UNIT 7, NEPEAN, ON, K2J1A1",7/16/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,78733010
1026116,NA,CRSA1156169,Authorized to Open,42.984676,-81.2942229,TOKYO SMOKE,666 WONDERLAND RD N UNIT 6B,LONDON,ON,N6H4K9,"666 WONDERLAND RD N UNIT 6B, LONDON, ON, N6H4K9",1/1/1900 12:00:00 AM,Y,Expired - Deemed to Continue,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,33682285
1027150,NA,CRSA1188520,Authorized to Open,43.7030497929483,-79.4768003308614,CANNABIS STATION,2292 KEELE ST,NORTH YORK,ON,M6M3Z8,"2292 KEELE ST, NORTH YORK, ON, M6M3Z8",8/29/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,171271
1027449,NA,CRSA1188669,Authorized to Open,42.9590289974325,-81.3305158661201,Tokyo Smoke,1240 COMMISSIONERS RD W UNIT 111,LONDON,ON,N6K1C7,"1240 COMMISSIONERS RD W UNIT 111, LONDON, ON, N6K1C7",10/14/2020 12:00:00 AM,Y,Expired - Deemed to Continue,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68502178
1027719,NA,CRSA1198386,Authorized to Open,44.2593996371851,-76.4568801272906,Northern Helm Cannabis,225 GORE RD UNIT 2,KINGSTON,ON,K7L0C3,"225 GORE RD UNIT 2, KINGSTON, ON, K7L0C3",3/16/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,75857131
1028322,NA,CRSA1192716,Authorized to Open,43.5410500194603,-80.2436499857547,Ronin Cannabis,86 GORDON ST UNIT C,GUELPH,ON,N1H4H6,"86 GORDON ST UNIT C, GUELPH, ON, N1H4H6",11/5/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,70594302
1028724,NA,CRSA1190262,Authorized to Open,44.3235699992271,-79.8883800021784,Uplift Cannabis,165 MILL ST UNIT 2,ANGUS,ON,L0M1B2,"165 MILL ST UNIT 2, ANGUS, ON, L0M1B2",3/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,77542935
1029206,NA,CRSA1189626,Authorized to Open,43.6555699927991,-79.3986000024707,TORONTO CANNABIS CULTURE,357 SPADINA AVE LOWER LEVEL,TORONTO,ON,M5T2G3,"357 SPADINA AVE LOWER LEVEL, TORONTO, ON, M5T2G3",10/23/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71622942
1030254,NA,CRSA1188980,Authorized to Open,43.6887157260661,-79.3485187930638,TOKYO SMOKE,1031 PAPE AVE,EAST YORK,ON,M4K3W1,"1031 PAPE AVE, EAST YORK, ON, M4K3W1",11/19/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,167248
1030916,NA,CRSA1189063,Authorized to Open,43.6487286979921,-79.3732000152348,Civilian House of Cannabis,71 FRONT ST E,TORONTO,ON,M5E1T9,"71 FRONT ST E, TORONTO, ON, M5E1T9",12/10/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,205301
1031855,NA,CRSA1191061,Authorized to Open,45.1929800143433,-75.8418699800232,Gather and Grow Recreational Cannabis,6179 PERTH ST UNIT 220,RICHMOND,ON,K0A2Z0,"6179 PERTH ST UNIT 220, RICHMOND, ON, K0A2Z0",10/2/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69850925
1031886,NA,CRSA1202043,Authorized to Open,48.1488600131817,-80.0377799663869,T CANNABIS NW - Kirkland Lake,59 GOVERNMENT RD W,KIRKLAND LAKE,ON,P2N2E6,"59 GOVERNMENT RD W, KIRKLAND LAKE, ON, P2N2E6",3/10/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,78264901
1031952,NA,CRSA1189358,Authorized to Open,42.8844799952975,-82.124470016977,Rose Gold Cannabis,4247 OIL HERITAGE RD UNIT 4,PETROLIA,ON,N0N1R0,"4247 OIL HERITAGE RD UNIT 4, PETROLIA, ON, N0N1R0",9/4/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68850043
1032238,NA,CRSA1206856,Authorized to Open,43.4608899818085,-80.4409400375751,Piffingtons Cannabis Co.,200 LORRAINE AVE UNIT 3A,KITCHENER,ON,N2B3R3,"200 LORRAINE AVE UNIT 3A, KITCHENER, ON, N2B3R3",6/15/2021 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81073358
1032579,NA,CRSA1193856,Authorized to Open,43.7543099856723,-79.3495800343107,KANAB,865 YORK MILLS RD UNIT 18,NORTH YORK,ON,M3B1Y6,"865 YORK MILLS RD UNIT 18, NORTH YORK, ON, M3B1Y6",12/10/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,76216180
1032935,NA,CRSA1189272,Authorized to Open,43.1254207745174,-79.2032999983623,TAKE OFF CANNABIS,9 PINE ST N UNIT 28,THOROLD,ON,L2V3Z9,"9 PINE ST N UNIT 28, THOROLD, ON, L2V3Z9",9/1/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,70959448
1032954,NA,CRSA1189276,Authorized to Open,46.5789000022127,-81.198399970866,HIGHLIFE CANNABIS CHELMSFORD,3454 ERRINGTON AVE,CHELMSFORD,ON,P0M1L0,"3454 ERRINGTON AVE, CHELMSFORD, ON, P0M1L0",9/26/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,68810294
1032955,NA,CRSA1189277,Authorized to Open,46.5220355494839,-80.930223,HIGHLIFE CANNABIS LASALLE,1855 LASALLE BLVD,SUDBURY,ON,P3A2A3,"1855 LASALLE BLVD, SUDBURY, ON, P3A2A3",9/26/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,70672
1033166,NA,CRSA1190059,Authorized to Open,51.0155400079747,-93.8325199921767,West End Cannabis Co.,260 HOWEY STREET,RED LAKE,ON,P0V 2M0,"260 HOWEY STREET, RED LAKE, ON, P0V 2M0",11/5/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69146872
1033218,NA,CRSA1191375,Authorized to Open,45.0148600037279,-75.6466100251519,Creekside Greens,19 REUBEN CRES,KEMPTVILLE,ON,K0G 1J0,"19 REUBEN CRES, KEMPTVILLE, ON, K0G 1J0",10/7/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69994375
1034476,NA,CRSA1189609,Authorized to Open,44.011918861066,-79.4453930927782,SESSIONS CANNABIS - AURORA,15480 BAYVIEW AVE UNIT D0103,AURORA,ON,L4G7J1,"15480 BAYVIEW AVE UNIT D0103, AURORA, ON, L4G7J1",10/19/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71897400
1036069,NA,CRSA1189684,Authorized to Open,43.3246884507472,-79.7956139485255,BUDSSMOKE,2017 LAKESHORE RD,BURLINGTON,ON,L7R1A1,"2017 LAKESHORE RD, BURLINGTON, ON, L7R1A1",9/8/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,4852951
1036579,NA,CRSA1194001,Authorized to Open,43.6450522928327,-79.4147385585723,TRINITY FLOWER,890 QUEEN ST W,TORONTO,ON,M6J1G3,"890 QUEEN ST W, TORONTO, ON, M6J1G3",10/9/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,16203482
1036912,NA,CRSA1189778,Authorized to Open,43.4807599957477,-80.4774299824971,The Bridgeport Cannabis Co.,8 BLOOMINGDALE RD N UNIT 4,KITCHENER,ON,N2K1A2,"8 BLOOMINGDALE RD N UNIT 4, KITCHENER, ON, N2K1A2",9/18/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69041145
1038025,NA,CRSA1196147,Authorized to Open,45.3380474976914,-75.9073689744648,Unplug Cannabis Co.,4055 CARLING AVE UNIT 4,KANATA,ON,K2K2A4,"4055 CARLING AVE UNIT 4, KANATA, ON, K2K2A4",11/27/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,44784558
1038052,NA,CRSA1190676,Authorized to Open,43.6780099820709,-79.7475500310527,SAGE CANNABIS,160 MAIN ST S UNIT 17,BRAMPTON,ON,L6W2E1,"160 MAIN ST S UNIT 17, BRAMPTON, ON, L6W2E1",9/15/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,71735491
1038693,NA,CRSA1190106,Authorized to Open,43.1380100190351,-79.2162699714379,One Plant St. Catharines,343 GLENDALE AVE SUITE 520,ST CATHARINES,ON,L2T0A1,"343 GLENDALE AVE SUITE 520, ST CATHARINES, ON, L2T0A1",11/9/2020 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,69179530
1038968,NA,CRSA1172522,Authorized to Open,43.2542241515379,-79.8671978866064,Cannabis Supply Co.,57 JOHN ST S,HAMILTON,ON,L8N2B9,"57 JOHN ST S, HAMILTON, ON, L8N2B9",1/1/1900 12:00:00 AM,Y,Expired - Deemed to Continue,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,106096
